chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr5	11753377	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CTNND2	TRUE	-	FALSE	0	CTNND2	0
chr5	121766684	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FTMT	FALSE	+	FALSE	-85269	LOX	296509
chr5	125505869	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02240	TRUE	+	FALSE	0	ZNF608	-760756
chr5	131350813	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	6	0.11757789535567313	CDC42SE2	TRUE	+	FALSE	-0	FNIP1	290898
chr5	133567330	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FSTL4	TRUE	-	FALSE	0	SKP1	589059
chr5	145219922	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PRELID2	FALSE	-	FALSE	536420	ARHGAP26	1990910
chr5	149243759	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ABLIM3	TRUE	+	FALSE	-0	CSNK1A1	252133
chr5	175359487	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DRD1	FALSE	-	FALSE	80549	CPLX2	-437118
chr5	176447382	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FAF2	FALSE	+	FALSE	-971	CPLX2	563361
chr5	24034206	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	C5orf17	TRUE	+	FALSE	0	CDH10	452892
chr5	25236139	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02211	TRUE	+	FALSE	0	CDH10	-591160
chr5	26730041	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CDH9	FALSE	-	FALSE	150557	CDH10	-2085062
chr5	3453822	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01019,LINC02162	TRUE	-,+	FALSE	-0	SLC6A3	-2008393
chr5	3811925	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	IRX1	FALSE	+	FALSE	210521	SLC6A3	-2366496
chr5	4236433	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02114	FALSE	+	FALSE	-537046	SLC6A3	-2791004
chr5	43612318	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NNT	TRUE	+	FALSE	0	FGF10	692675
chr5	47378151	-	hg38	3	testPatient	testPatient	GTSP9991	T-CELLS	M1	1	0.01959631589261219	HCN1	FALSE	-	FALSE	-1682032	FGF10	-2989468
chr5	57048976	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIER3	FALSE	-	FALSE	-96845	MAP3K1	152823
chr5	62040210	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KIF2A	FALSE	+	FALSE	-265950	ERCC8	-1095131
chr5	7333629	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02123	FALSE	-	FALSE	13355	CTNND2	3638209
chr5	8227548	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02226	FALSE	-	FALSE	105933	CTNND2	2744290
chr5	89982649	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIR3660	FALSE	-	FALSE	33970	MEF2C	-1078543
chr5	97830465	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02234	FALSE	+	FALSE	-10291	LNPEP	801053
chr5	112822045	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	APC	TRUE	+	FALSE	-0	APC	-0
chr5	124779994	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ZNF608	FALSE	-	FALSE	-34881	ZNF608	-34881
chr5	132774409	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SEPT8	TRUE	-	FALSE	0	AFF4	100968
chr5	135564147	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CXCL14	FALSE	-	FALSE	6530	IL9	328097
chr5	144481134	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KCTD16	FALSE	+	FALSE	3752	ARHGAP26	1252122
chr5	14757634	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ANKH	TRUE	-	FALSE	-0	TRIO	247429
chr5	149452395	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CARMN	FALSE	+	FALSE	19558	CSNK1A1	43497
chr5	165451237	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	6	0.11757789535567313	LOC102546299	FALSE	+	FALSE	908252	CCNG1	2006220
chr5	168735180	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLIT3	TRUE	-	FALSE	-0	RANBP17	-2126700
chr5	21786216	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CDH12	TRUE	-	FALSE	-0	CDH10	2700882
chr5	22639362	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CDH12	TRUE	-	FALSE	0	CDH10	1847736
chr5	32667582	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NPR3	FALSE	+	FALSE	-43053	PRLR	2381172
chr5	43731956	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NNT	FALSE	+	FALSE	26389	FGF10	573037
chr5	44627876	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MRPS30-DT	FALSE	-	FALSE	116450	FGF10	-239193
chr5	49621816	+	hg38	21	testPatient	testPatient	GTSP9991	T-CELLS	M1	1	0.01959631589261219	EMB	FALSE	-	FALSE	774379	FST	-3858616
chr5	63274163	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	IPO11,IPO11-LRRC70	FALSE	+,+	FALSE	-645573	ERCC8	-2329084
chr5	63443090	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HTR1A	FALSE	-	FALSE	516956	ERCC8	-2498011
chr5	64055345	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HTR1A	FALSE	-	FALSE	-93052	ERCC8	-3110266
chr5	68522658	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PIK3R1	FALSE	+	FALSE	220836	PIK3R1	220836
chr5	74937688	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC441086	FALSE	+	FALSE	70412	ENC1	-296263
chr5	76738708	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	F2R	FALSE	+	FALSE	2927	HMGCR	1376606
chr5	98709610	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RGMB	FALSE	+	FALSE	-59683	LNPEP	1680198
chr6	104259860	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HACE1	FALSE	-	FALSE	468231	PRDM1	-1826458
chr6	125808663	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NCOA7,NCOA7-AS1	TRUE	+,-	FALSE	-0	RNF217-AS1	-845635
chr6	125995872	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TRMT11	TRUE	+	FALSE	0	RNF217-AS1	-1032844
chr6	134294757	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SGK1	TRUE	-	FALSE	0	EYA4	762636
chr6	139889301	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FILNC1	FALSE	+	FALSE	28829	CITED2	-514650
chr6	152110490	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ESR1	TRUE	+	FALSE	-0	ESR1	-0
chr6	157610064	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ZDHHC14	TRUE	+	FALSE	-0	ZDHHC14	-0
chr6	160913616	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MAP3K4	FALSE	+	FALSE	-78109	IGF2R	802111
chr6	16378753	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ATXN1	TRUE	-	FALSE	-0	DEK	1845414
chr6	21694526	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CASC15	TRUE	+	FALSE	0	SOX4	95906
chr6	27452649	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ZNF184	TRUE	-	TRUE	0	HIST1H4I	312970
chr6	28452648	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ZSCAN23	FALSE	-	FALSE	-9145	TRIM27	450352
chr6	35675385	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	6	0.11757789535567313	FKBP5	TRUE	-	FALSE	0	FANCE	208280
chr6	41615290	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FOXP4	FALSE	+	FALSE	12905	TFEB	68686
chr6	66753127	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLC25A51P1	FALSE	+	FALSE	963643	COL19A1	-3113427
chr6	70702657	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SMAP1	TRUE	+	FALSE	0	SMAP1	0
chr6	8248801	-	hg38	25	testPatient	testPatient	GTSP9991	T-CELLS	M1	1	0.01959631589261219	EEF1E1-BLOC1S5,EEF1E1	FALSE	-,-	FALSE	-146205	CAGE1	-859091
chr6	96614529	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FHL5	TRUE	+	FALSE	-0	CCNC	2927856
chr6	96839542	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	GPR63	FALSE	-	FALSE	-2064	CCNC	2702843
chr6	97054504	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KLHL32	TRUE	+	FALSE	-0	CCNC	2487881
chr6	97680469	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC101927314	TRUE	+	FALSE	-0	CCNC	1861916
chr6	9893812	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TFAP2A	FALSE	-	FALSE	502869	TFAP2A	502869
chr6	117226694	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	VGLL2	FALSE	+	FALSE	-38862	ROS1	61671
chr6	119976521	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIR3144	FALSE	+	FALSE	-38656	GOPC	-2373978
chr6	120444837	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIR3144	FALSE	+	FALSE	429579	GOPC	-2842294
chr6	122135791	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HSF2	FALSE	+	FALSE	-263758	NKAIN2	-1668053
chr6	123342496	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TRDN	TRUE	-	FALSE	-0	NKAIN2	-461348
chr6	127189027	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RSPO3	TRUE	+	FALSE	-0	RSPO3	-0
chr6	127820380	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	THEMIS	TRUE	-	FALSE	0	PTPRK	148397
chr6	131477546	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ARG1	FALSE	+	FALSE	-95656	CTGF	470628
chr6	133367858	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	EYA4	TRUE	+	FALSE	0	EYA4	0
chr6	152522617	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SYNE1	TRUE	-	FALSE	0	SYNE1	0
chr6	161694039	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PRKN	TRUE	-	FALSE	-0	IGF2R	1582534
chr6	22396900	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PRL	FALSE	-	FALSE	-94046	SOX4	798280
chr6	2386032	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	GMDS-AS1	TRUE	+	FALSE	-0	SERPINB1	446298
chr6	32625777	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HLA-DQA1	FALSE	+	FALSE	-11627	TAP2	196054
chr6	32951464	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HLA-DMA	TRUE	-	FALSE	0	BRD2	-17194
chr6	33055383	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HLA-DPA1	FALSE	-	FALSE	9184	BRD2	73877
chr6	50802653	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TFAP2B	FALSE	+	FALSE	-16071	PKHD1	812692
chr6	51077809	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TFAP2B	FALSE	+	FALSE	230195	PKHD1	537536
chr6	52468346	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	EFHC1	TRUE	+	FALSE	-0	IL17A	277707
chr6	66368061	+	hg38	100	testPatient	testPatient	GTSP9991	T-CELLS	M1	4	0.07838526357044875	SLC25A51P1	FALSE	+	FALSE	578577	COL19A1	-3498493
chr6	75986718	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	IMPG1	TRUE	-	FALSE	-0	CD109	2158400
chr6	85618205	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SYNCRIP	TRUE	-	FALSE	-0	CYB5R4	1657777
chr6	86083532	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SNHG5	FALSE	-	FALSE	-404798	CYB5R4	2123104
chr6	88605471	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	6	0.11757789535567313	RNGTT	FALSE	-	FALSE	4424	BACH2	1321055
chr7	105456175	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PUS7	FALSE	-	FALSE	324	SRPK2	-66784
chr7	143231044	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TAS2R40	FALSE	+	FALSE	7964	EPHA1	160066
chr7	149353534	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC155060	FALSE	+	FALSE	56221	EZH2	-469184
chr7	155583472	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CNPY1	FALSE	-	FALSE	-49627	SHH	216510
chr7	158386663	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PTPRN2	TRUE	-	FALSE	0	MNX1	-1376009
chr7	22207909	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RAPGEF5	TRUE	-	FALSE	-0	IL6	-519231
chr7	2877139	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CARD11	FALSE	-	FALSE	28934	CARD11	28934
chr7	36796706	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ELMO1	FALSE	-	FALSE	56198	ELMO1	56198
chr7	47736624	-	hg38	120	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00525	FALSE	+	FALSE	-24850	HUS1	226662
chr7	6222978	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CYTH3	TRUE	-	FALSE	0	PMS2	-213871
chr7	65066676	-	hg38	21	testPatient	testPatient	GTSP9991	T-CELLS	M1	1	0.01959631589261219	CCT6P3	TRUE	+	FALSE	-0	ASL	-1009111
chr7	65914299	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	VKORC1L1	TRUE	+	FALSE	0	ASL	-161488
chr7	72051652	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CALN1	TRUE	-	FALSE	-0	BCL7B	1484699
chr7	72928755	-	hg38	2	testPatient	testPatient	GTSP9991	T-CELLS	M1	1	0.01959631589261219	POM121	TRUE	+	FALSE	-0	BCL7B	607596
chr7	7790722	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	UMAD1	TRUE	+	FALSE	-0	COL28A1	-254892
chr7	93369210	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	VPS50	FALSE	+	FALSE	8086	CALCR	55275
chr7	97040602	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DLX5	FALSE	-	FALSE	-15770	TAC1	-691355
chr7	97961945	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CZ1P-ASNS	TRUE	-	FALSE	0	ASNS	-33382
chr7	110958269	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	IMMP2L	TRUE	-	FALSE	-0	NRCAM	-2501871
chr7	114946229	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MDFIC	TRUE	+	FALSE	0	CAV1	-1578554
chr7	115078159	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01393	FALSE	+	FALSE	-797	CAV1	-1446624
chr7	121710250	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PTPRZ1	FALSE	+	FALSE	-162853	CADPS2	608172
chr7	124901041	+	hg38	31	testPatient	testPatient	GTSP9991	T-CELLS	M1	3	0.058788947677836566	POT1	TRUE	-	FALSE	0	SPAM1	929630
chr7	127607023	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PAX4	FALSE	-	FALSE	3267	SMO	-1581847
chr7	133191611	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	EXOC4	FALSE	+	FALSE	-61454	EXOC4	-61454
chr7	137419627	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DGKI	TRUE	-	FALSE	-0	PTN	-75636
chr7	138987777	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KIAA1549	FALSE	-	FALSE	-6458	KIAA1549	-6458
chr7	156257952	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC285889	FALSE	-	FALSE	179835	SHH	-445678
chr7	156887340	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LMBR1	TRUE	-	FALSE	0	MNX1	117511
chr7	3265838	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SDK1	FALSE	+	FALSE	-35608	CARD11	-221892
chr7	4670512	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FOXK1	FALSE	+	FALSE	-11785	ACTB	856632
chr7	53716787	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01446	TRUE	-	FALSE	-0	EGFR	-1302232
chr7	67628768	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01372	FALSE	+	FALSE	288743	SBDS	-633071
chr7	7102959	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	6	0.11757789535567313	LOC100131257	FALSE	-	FALSE	-6172	COL28A1	255652
chr7	726035	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PRKAR1B	TRUE	-	FALSE	0	PDGFA	-206190
chr7	72894788	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	POM121	TRUE	+	FALSE	0	BCL7B	641563
chr7	7642308	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RPA3,UMAD1	TRUE	-,+	FALSE	-0	COL28A1	-106478
chr7	84614648	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC101927378	FALSE	+	FALSE	30329	DMTF1	-2537711
chr7	92734511	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CDK6	TRUE	-	FALSE	0	CDK6	0
chr7	9607455	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PER4	FALSE	+	FALSE	-26813	COL28A1	-2071625
chr7	96418090	+	hg38	100	testPatient	testPatient	GTSP9991	T-CELLS	M1	4	0.07838526357044875	SEM1	FALSE	-	FALSE	63534	TAC1	-1313867
chr8	103348354	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FZD6	FALSE	+	FALSE	15487	CTHRC1	-23159
chr8	107974739	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RSPO2	TRUE	-	FALSE	-0	RSPO2	-0
chr8	135936398	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KHDRBS3	FALSE	+	FALSE	288787	NDRG1	-2639093
chr8	19602884	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CSGALNACT1	TRUE	-	FALSE	0	NAT2	1201670
chr8	24282400	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ADAM28	FALSE	+	FALSE	-11638	NKX3-1	-599462
chr8	35238087	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	UNC5D	TRUE	+	FALSE	0	EIF4EBP1	-2792413
chr8	36667110	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KCNU1	FALSE	+	FALSE	-117212	EIF4EBP1	-1363390
chr8	39875070	-	hg38	106	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ADAM2	FALSE	-	FALSE	-36780	IDO1	-38737
chr8	40364480	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ZMAT4	FALSE	-	FALSE	166108	IDO2	348088
chr8	56813822	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	IMPAD1	FALSE	-	FALSE	144105	CHCHD7	595023
chr8	69707527	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLCO5A1	TRUE	-	FALSE	-0	NCOA2	402233
chr8	71396499	-	hg38	50	testPatient	testPatient	GTSP9991	T-CELLS	M1	2	0.03919263178522438	EYA1	TRUE	-	FALSE	0	NCOA2	-992260
chr8	72246881	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC392232	TRUE	-	FALSE	0	NCOA2	-1842642
chr8	76620328	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ZFHX4-AS1	TRUE	-	FALSE	-0	IL7	2112442
chr8	100936654	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	YWHAZ	TRUE	-	FALSE	0	COX6C	-1042639
chr8	104707734	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LRP12	FALSE	-	FALSE	-118709	CTHRC1	1324728
chr8	107737333	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RSPO2	FALSE	-	FALSE	161981	RSPO2	161981
chr8	111132199	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01609	TRUE	-	FALSE	-0	CSMD3	1090727
chr8	112954412	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CSMD3	TRUE	-	FALSE	0	CSMD3	0
chr8	115948719	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00536	FALSE	-	FALSE	1790	EXT1	1850642
chr8	121825041	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HAS2-AS1	FALSE	+	FALSE	179715	HAS2	-183650
chr8	121919714	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HAS2-AS1	FALSE	+	FALSE	274388	HAS2	-278323
chr8	123353490	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ATAD2	TRUE	-	FALSE	-0	RNF139	-1121275
chr8	123782880	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	6	0.11757789535567313	FAM91A1	TRUE	+	FALSE	0	RNF139	-691885
chr8	15201211	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SGCZ	TRUE	-	FALSE	0	DLC1	-1596594
chr8	17705491	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MTUS1	TRUE	-	FALSE	-0	MTUS1	-0
chr8	23985264	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	STC1	FALSE	-	FALSE	-130456	NKX3-1	-302326
chr8	24554503	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC101929294	FALSE	-	FALSE	-5884	NKX3-1	-871565
chr8	24983390	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NEFL	FALSE	-	FALSE	-26520	NKX3-1	-1300452
chr8	27659459	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SCARA3	TRUE	+	TRUE	-0	CLU	-44647
chr8	32896862	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NRG1	FALSE	+	FALSE	128904	WRN	1720990
